Weight_Density,Charge_Cycle,Charge_Description,Charge_ID,Contract_Start_Date,SK_Contract_Start_Date,SK_Charge,Price,SOURCE_SYSTEM,Contract_Stop_Date,Contract_Type,Charge_Waste_Code,Charge_Waste_Code_Description,Is_Contracted,Units,Is_Deleted,Deletion_Date,Charge_Frequency
E162,1,Clear 4.5M Bin,CH6027,2021-08-01 00:00:00.0000000,20210801,660141,175.700,VRP,2022-06-30 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
NULL,W,Rent 3.0M Bin,CH217842,2017-01-25 00:00:00.0000000,NULL,309725,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 8.0M Bin (LO),CH138928,2021-08-27 00:00:00.0000000,20210827,1498696,250.000,VRP,2022-02-27 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-09-10 19:57:49.6030000,NULL
C100,1,Clear 240LT Cart,CH238896,2017-01-09 00:00:00.0000000,20170109,656274,21.770,VRP,2019-01-09 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
NULL,Q03,3 Mth Charge 240LT Cart,CH216142,2021-07-01 00:00:00.0000000,20210701,807260,139.170,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
C30,1,Clear 1100LT Recycle Cart,CH510570,2020-10-07 00:00:00.0000000,20201007,475820,14.150,VRP,2022-10-06 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
NULL,2,Clear Cust 31M Recyc Pack,CH210933,2020-05-01 00:00:00.0000000,20200501,639249,171.440,VRP,2021-07-01 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,22
NULL,W,Rent 3.0M Bin,CH150900,2021-03-09 00:00:00.0000000,20210309,680180,5.500,VRP,2023-03-09 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Tip P/M3 10M Bin (LO),CH496569,2020-07-01 00:00:00.0000000,20200701,770213,0.000,VRP,2022-06-30 00:00:00.0000000,R2,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C100,4,Clear 1100LT Cart,CH157945,2017-09-13 00:00:00.0000000,20170913,463809,47.300,VRP,2022-09-13 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,42
NULL,R,Clear 23M Skip Bin,CH277502,2020-11-19 00:00:00.0000000,NULL,849870,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 1100LT Co-Mingle Car,CH209113,2020-03-02 00:00:00.0000000,20200302,630298,3.500,VRP,2024-03-02 00:00:00.0000000,S4,NULL,NULL,0,1.000,0,NULL,NULL
c140,2,Clear 3.0M Bin,CH124450,2021-05-21 00:00:00.0000000,20210521,600531,123.710,VRP,2022-05-20 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,21
BLABABBA6C,2,Clear 1.5M Recycle Bin,CH245673,2019-10-01 00:00:00.0000000,20191001,1414219,9.400,VRP,2022-09-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,21
NULL,W,Rent 660LT Cart,CH118250,2019-07-01 00:00:00.0000000,20190701,477980,0.600,VRP,2020-10-26 00:00:00.0000000,D,NULL,NULL,0,1.000,1,2021-09-13 19:44:26.6820000,NULL
NULL,R,Tip P/Tonne 12M Bin (HL),CH63739,2020-08-01 00:00:00.0000000,20200801,620858,206.700,VRP,2022-08-01 00:00:00.0000000,R2,60,General Dry Waste only,1,1.000,0,NULL,NULL
E277,1,Clear 3.0M Bin,CH23920,2017-03-15 00:00:00.0000000,20170315,171349,195.330,VRP,2020-03-15 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,11
NULL,4,EPA Docket Charge,CH503597,2020-02-01 00:00:00.0000000,NULL,616803,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C45,1,Clear 660LT Co-Mingle Car,CH279920,2019-07-01 00:00:00.0000000,20190701,502906,21.020,VRP,2022-07-01 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,11
NULL,1,Rebate for Cardboard,CH132272,2020-01-01 00:00:00.0000000,20200101,25093,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
AALBAECA2H,R,Clear 3.0M Bin,CH277119,2015-12-08 00:00:00.0000000,20151208,652715,100.520,VRP,2020-12-07 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,REQ
E80,1,Clear 1100LT Cart,CH510569,2020-10-07 00:00:00.0000000,20201007,568631,24.380,VRP,2022-10-06 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
NULL,V,Tip P/LTR Grease Trap,CH166970,2015-09-01 00:00:00.0000000,20150901,505360,0.286,VRP,2018-08-31 00:00:00.0000000,S3,NULL,NULL,0,3500.000,0,NULL,VAR
c100,W,Rent 1.5M Bin,CH208066,2020-01-14 00:00:00.0000000,20200114,730135,2.500,VRP,2023-01-14 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,W,Rent 240LT Conf Cart,CH172446,2020-05-01 00:00:00.0000000,20200501,596119,1.600,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,0,2.000,0,NULL,NULL
NULL,R,Clear 6.0M Skip Bin,CH238708,2021-05-04 00:00:00.0000000,20210504,1407976,514.000,VRP,2022-05-04 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-14 09:05:41.4960000,REQ
E60,1,Clear 240LT Co-Mingle Car,CH188655,2018-04-01 00:00:00.0000000,20180401,586584,10.190,VRP,2020-04-01 00:00:00.0000000,R2,NULL,NULL,0,9.000,0,NULL,11
C80,1,Clear 1.1M Bin,CH183746,2019-11-01 00:00:00.0000000,20191101,127344,34.210,VRP,2019-11-02 00:00:00.0000000,X,NULL,NULL,0,4.000,0,NULL,11
E80,1,Clear 240LT Cart,CH188651,2018-04-01 00:00:00.0000000,20180401,809749,12.380,VRP,2020-04-01 00:00:00.0000000,R2,NULL,NULL,0,22.000,0,NULL,11
NULL,R,Tip P/Tonne 15M Bin,CH280987,2014-12-01 00:00:00.0000000,20141201,881786,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,WasteTracker-CWY issued,CH239676,2021-04-06 00:00:00.0000000,20210406,1525655,20.000,VRP,2022-04-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
NULL,Y00,12 Mth Rent 1100LT Cart,CH127116,2020-08-01 00:00:00.0000000,20200801,152206,0.000,VRP,2022-06-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 15M Bin (HL),CH130317,2020-06-12 00:00:00.0000000,NULL,668347,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C80,2,Clear 3.0M Bin,CH496667,2019-09-12 00:00:00.0000000,20190912,775627,86.960,VRP,2022-09-11 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,22
C30,2,Clear 3.0M Recycle Bin,CH173107,2019-01-30 00:00:00.0000000,20190130,704596,38.700,VRP,2021-01-30 00:00:00.0000000,SN,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 6.0M Skip Bin,CH198559,2020-04-17 00:00:00.0000000,20200417,66282,507.210,VRP,2021-04-17 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-05 18:59:25.0940000,REQ
NULL,R,Grease Trap Service P/LTR,CH220680,2019-11-04 00:00:00.0000000,20191104,1421971,0.170,VRP,2022-11-03 00:00:00.0000000,S3,NULL,NULL,1,2000.000,0,NULL,REQ
C120,12,Clear 1.1M Bin,CH264009,2020-01-13 00:00:00.0000000,20200113,348450,18.000,VRP,2050-12-31 00:00:00.0000000,T,60,General Dry Waste only,0,1.000,0,NULL,C1
C80,R,Clear 3.0M Recycle Bin,CH259454,2021-06-08 00:00:00.0000000,20210608,298522,26.600,VRP,2024-07-08 00:00:00.0000000,RN,10,Cardboard Recycle,1,1.000,0,NULL,REQ
NULL,R,TripleIntercept Serv P/Ld,CH231489,2021-04-06 00:00:00.0000000,20210406,1386486,175.000,VRP,2022-04-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C50,6,Clear 3.0M Recycle Bin,CH157944,2017-09-13 00:00:00.0000000,20170913,751124,24.500,VRP,2022-09-13 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,61
C60,R,Clear 1100LT Co-Mingle Ca,CH56423,2019-04-05 00:00:00.0000000,20190405,512379,21.160,VRP,2020-04-05 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,REQ
DCXAAQDAAA,6,Grease Trap Service P/LTR,CH514010,2019-07-01 00:00:00.0000000,20190701,684590,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2232.000,0,NULL,61
c60,W,Rent 3.0M Co-Mingle Bin,CH207917,2020-01-01 00:00:00.0000000,20200101,723017,2.500,VRP,2023-01-01 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,W,Rent 4.5M Bin,CH64610,2020-02-18 00:00:00.0000000,20200218,116925,3.800,VRP,2023-02-18 00:00:00.0000000,RN,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 15M Bin (HL),CH121602,2019-09-27 00:00:00.0000000,20190927,530967,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C80,2,Clear 240LT Co-Mingle Car,CH5920,2005-01-03 00:00:00.0000000,20050103,743385,13.150,VRP,2008-12-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,21
C30,1,Clear 1100LT Recycle Cart,CH437544,2020-10-07 00:00:00.0000000,20201007,773778,14.150,VRP,2022-10-06 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
DAGBABBAYA,1,Clear 1.5M Recycle Bin,CH302376,2020-07-01 00:00:00.0000000,20200701,824495,9.980,VRP,2021-10-31 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
C160,1,Clr 3.0M Org Bin Nil Chg,CH457363,2020-01-01 00:00:00.0000000,20200101,773791,0.000,VRP,2022-12-31 00:00:00.0000000,D,40,Organic,1,1.000,0,NULL,11
NULL,R,Tip P/Tonne 31M Bin,CH258920,2019-09-02 00:00:00.0000000,20190902,300754,146.400,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 12M Bin (HL),CH137385,2019-10-01 00:00:00.0000000,20191001,1443296,193.300,VRP,2020-09-30 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,REQ
C60,4,Clear 4.5M Co-Mingle Bin,CH208667,2021-11-01 00:00:00.0000000,20211101,496295,58.190,VRP,2025-10-31 00:00:00.0000000,R4,NULL,NULL,1,1.000,0,NULL,42
BMHBABBAYC,4,Clear 1.5M Recycle Bin,CH220303,2019-10-01 00:00:00.0000000,20191001,626170,23.550,VRP,2022-09-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,42
NULL,4,Service 22LT Sanitary Bin,CH233047,2017-12-14 00:00:00.0000000,20171214,259838,12.310,VRP,2020-12-14 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,43
NULL,R,Truck Hire P/Hour,CH64141,2021-05-24 00:00:00.0000000,20210524,1422508,220.000,VRP,2022-05-24 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 8.0M Bin (LO),CH515169,2020-07-16 00:00:00.0000000,NULL,540125,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DI7CAFBANF,1,Clear 240LT Cart,CH271090,2020-05-01 00:00:00.0000000,20200501,216681,12.890,VRP,2023-04-30 00:00:00.0000000,D,60,General Dry Waste only,1,6.000,0,NULL,11
C140,1,Clear 660LT Cart,CH209109,2020-03-02 00:00:00.0000000,20200302,591148,51.780,VRP,2024-03-02 00:00:00.0000000,S4,NULL,NULL,1,1.000,0,NULL,11
C100,1,Clear 4.5M Bin,CH298007,2021-07-22 00:00:00.0000000,20210722,792179,206.560,VRP,2022-07-22 00:00:00.0000000,R1,NULL,NULL,1,2.000,0,NULL,11
C80,1,Clear 1100LT Recycle Cart,CH261904,2018-06-01 00:00:00.0000000,20180601,786690,14.300,VRP,2019-06-01 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
NULL,R,Tip P/Load 2.0M Bin (LO),CH139400,2021-09-13 00:00:00.0000000,20210913,1508687,0.000,VRP,2022-03-13 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-09-29 20:06:44.9860000,NULL
E129,R,Clear 3.0M Bin,CH38794,2012-09-28 00:00:00.0000000,20120928,626250,41.600,VRP,2013-09-27 00:00:00.0000000,SO,NULL,NULL,0,2.000,0,NULL,REQ
C120,2,Clear 3.0M Bin,CH164223,2019-01-30 00:00:00.0000000,20190130,713551,135.800,VRP,2021-01-30 00:00:00.0000000,SN,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DCXAAQDAAA,12,Grease Trap Service P/LTR,CH514007,2019-07-01 00:00:00.0000000,20190701,490190,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2290.000,0,NULL,C4
C60,R,Clear 1.5M Bin,CH219273,2021-03-10 00:00:00.0000000,20210310,895012,32.670,VRP,2024-03-09 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
C80,R,Clear 240LT Conf Cart,CH103855,2021-05-17 00:00:00.0000000,20210517,640466,29.600,VRP,2023-05-17 00:00:00.0000000,S2,NULL,NULL,1,1.000,0,NULL,REQ
C120,1,Clear 3.0M Bin,CH63708,2021-04-12 00:00:00.0000000,20210412,1390242,80.160,VRP,2021-10-12 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,11
C100,1,Clear 1100LT Cart,CH159271,2019-01-09 00:00:00.0000000,20190109,595868,44.900,VRP,2020-01-09 00:00:00.0000000,SN,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C50,R,Clear Cust 240LT ConfCart,CH211173,2020-08-01 00:00:00.0000000,20200801,431878,17.040,VRP,2021-07-31 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 7.0M Skip Bin,CH202169,2018-11-12 00:00:00.0000000,NULL,702855,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C250,1,Clear 3.0M Bin,CH32035,2021-06-08 00:00:00.0000000,20210608,104677,157.080,VRP,2024-06-07 00:00:00.0000000,SN,NULL,NULL,1,2.000,0,NULL,11
E25,1,Clear 1.5M Recycle Bin,CH181049,2019-11-01 00:00:00.0000000,20191101,297629,17.880,VRP,2020-06-01 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,11
C60,4,Clear 1.5M Recycle Bin,CH245527,2017-06-30 00:00:00.0000000,20170630,766805,39.100,VRP,2020-06-30 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,43
NULL,Y00,12 Mth Rent 3.0M Bin,CH262201,2019-12-01 00:00:00.0000000,20191201,14736,0.000,VRP,2022-11-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
NULL,Y00,12 Mth Rent 23M Skip Bin,CH245342,2018-11-01 00:00:00.0000000,20181101,23799,0.000,VRP,2021-11-01 00:00:00.0000000,S3,NULL,NULL,0,1.000,1,2021-10-04 19:10:34.2550000,NULL
DAGBAEBAYJ,1,Clear 1.5M Bin,CH302374,2020-07-01 00:00:00.0000000,20200701,824330,47.540,VRP,2021-10-31 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
NULL,12,Grease Trap Service P/LTR,CH125417,2019-10-01 00:00:00.0000000,20191001,695006,0.186,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C25,1,Clear 240LT Recycle Cart,CH280372,2020-04-15 00:00:00.0000000,20200415,504690,5.720,VRP,2022-04-15 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Tip P/Tonne 30M Bin,CH231280,2020-01-01 00:00:00.0000000,20200101,887073,0.000,VRP,2022-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-08-31 07:48:37.9030000,NULL
C60,3,Clear 240LT Conf Cart,CH197462,2020-10-20 00:00:00.0000000,20201020,510693,63.270,VRP,2021-10-19 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,33
DB4BABBAYC,1,Clear 1.5M Recycle Bin,CH167769,2020-05-01 00:00:00.0000000,20200501,66150,12.890,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
E350,1,Clear 4.5M Bin,CH127826,2014-07-08 00:00:00.0000000,20140708,462246,143.830,VRP,2016-07-07 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
C60,2,Clear 1100LT Recycle Cart,CH67914,2021-05-03 00:00:00.0000000,20210503,1407815,9.000,VRP,2023-05-03 00:00:00.0000000,SN,10,Cardboard Recycle,1,1.000,0,NULL,21
NULL,W,Rent 1.5M Bin,CH13571,2021-02-10 00:00:00.0000000,20210210,530315,3.000,VRP,2024-02-10 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
E80,R,Tip P/Tonne Waste,CH229325,2021-02-04 00:00:00.0000000,20210204,883493,160.000,VRP,2022-02-04 00:00:00.0000000,S1,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 6.0M Skip Bin,CH233981,2021-03-17 00:00:00.0000000,20210317,897872,470.350,VRP,2021-06-17 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C5,4,Clear Plastic Bag Nil Chg,CH131702,2020-01-01 00:00:00.0000000,20200101,327023,0.000,VRP,2022-12-31 00:00:00.0000000,D,20,Plastic-LDPE Recycle,1,1.000,0,NULL,43
DAUBAEBAYO,1,Clear 1.5M Bin,CH112163,2018-08-01 00:00:00.0000000,20180801,741527,72.700,VRP,2021-07-31 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
NULL,2,PortableToilet ServNilChg,CH222751,2020-11-17 00:00:00.0000000,20201117,849860,0.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E80,3,Clear 3.0M Bin,CH214362,2021-07-01 00:00:00.0000000,20210701,673140,141.540,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,31
NULL,Y00,12 Mth Rent 1.5M Bin,CH200487,2019-08-09 00:00:00.0000000,20190809,26021,0.000,VRP,2022-08-09 00:00:00.0000000,RN,NULL,NULL,0,1.000,0,NULL,NULL
NULL,1,Septic Service P/LTR,CH513653,2020-06-22 00:00:00.0000000,20200622,804443,0.109,VRP,2020-06-30 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,11
c100,2,Clear 3.0M Bin,CH116112,2018-09-03 00:00:00.0000000,20180903,593443,112.160,VRP,2021-09-02 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,21
NULL,R,Bin Cleaning,CH166877,2019-08-01 00:00:00.0000000,20190801,599341,210.000,VRP,2022-07-31 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,REQ
C100,2,Clear 660LT Cart,CH280309,2021-01-20 00:00:00.0000000,20210120,874764,29.090,VRP,2023-01-20 00:00:00.0000000,SN,60,General Dry Waste only,1,1.000,0,NULL,21
E40,R,Clear 3.0M Recycle Bin,CH217843,2017-01-25 00:00:00.0000000,NULL,355110,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 15M Bin,CH169808,2020-01-01 00:00:00.0000000,20200101,317962,0.000,VRP,2022-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Service 8.0LT Sharps Bin,CH126670,2017-05-04 00:00:00.0000000,20170504,188416,110.980,VRP,2020-05-03 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 30M Bin Nil Charge,CH220663,2020-11-02 00:00:00.0000000,NULL,840990,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DCXAAQDAAA,V,Grease Trap Service P/LTR,CH514016,2019-07-01 00:00:00.0000000,20190701,807986,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2000.000,0,NULL,VAR
NULL,1,Clear 240LT Conf Cart,CH458299,2018-04-28 00:00:00.0000000,20180428,491918,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C100,1,Clear 1.5M Bin,CH115828,2019-07-01 00:00:00.0000000,NULL,476140,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
BANBABBA2C,2,Clear 3.0M Recycle Bin,CH237571,2021-02-02 00:00:00.0000000,20210202,848468,24.860,VRP,2025-02-01 00:00:00.0000000,D,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,22
E75,2,Clear 3.0M Recycle Bin,CH48845,2015-06-11 00:00:00.0000000,20150611,562180,68.640,VRP,2018-06-11 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,22
NULL,W,Rent 20M Bin (HL),CH234635,2021-06-23 00:00:00.0000000,20210623,1443822,15.000,VRP,2021-09-23 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 9.0M Bin (LO),CH539172,2019-06-30 00:00:00.0000000,20190630,1524422,545.000,VRP,2024-06-30 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-18 23:35:27.6270000,REQ
C50,1,Clear Plastic Bale NilChg,CH461944,2020-01-01 00:00:00.0000000,20200101,632834,0.000,VRP,2022-12-31 00:00:00.0000000,D,20,Plastic-LDPE Recycle,1,1.000,0,NULL,11
NULL,R,Clear Customer 6.0M Recyc,CH268917,2019-07-01 00:00:00.0000000,20190701,255545,18.600,VRP,2022-07-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 9.0M Skip Bin,CH227233,2020-05-11 00:00:00.0000000,20200511,585252,589.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,1,Clear 3.0M Co-Mingle Bin,CH214333,2019-11-04 00:00:00.0000000,20191104,722754,43.820,VRP,2022-11-03 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,11
NULL,W,Rent 3.0M Bin,CH48847,2015-06-11 00:00:00.0000000,20150611,594264,4.000,VRP,2018-06-11 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,W,Rent 3.0M Bin,CH179770,2017-05-17 00:00:00.0000000,20170517,544651,6.500,VRP,2020-05-17 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 15M Bin (HL),CH210553,2020-09-02 00:00:00.0000000,NULL,594562,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
c50,1,Clear 1100LT Co-Mingle Ca,CH249771,2020-05-01 00:00:00.0000000,20200501,1492613,13.630,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,3,Clear 240LT Recycle Cart,CH185520,2019-11-01 00:00:00.0000000,NULL,54846,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DIBBABBA2C,1,Clear 3.0M Recycle Bin,CH147337,2018-08-01 00:00:00.0000000,20180801,504934,19.040,VRP,2021-07-31 00:00:00.0000000,D,NULL,NULL,0,1.000,0,2021-11-15 01:51:51.6720000,11
NULL,R,Tip P/Tonne 10M Bin (HL),CH300266,2020-07-01 00:00:00.0000000,20200701,535001,0.000,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
NULL,R,Clear 240LT Conf Cart,CH172445,2020-05-01 00:00:00.0000000,20200501,505212,22.130,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,REQ
E25,R,Clear 240LT Recycle Cart,CH210515,2020-08-07 00:00:00.0000000,20200807,596294,15.170,VRP,2021-08-07 00:00:00.0000000,T,NULL,NULL,0,3.000,0,NULL,REQ
E80,1,Clear Cust 660LT Co-Mingl,CH449532,2017-07-31 00:00:00.0000000,20170731,623821,10.070,VRP,2020-06-30 00:00:00.0000000,SO,NULL,NULL,0,2.000,0,NULL,11
NULL,W,Rent 10M Bin,CH249312,2021-08-03 00:00:00.0000000,20210803,1482515,11.000,VRP,2021-11-03 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,4,Clear 660LT Co-Mingle Car,CH148346,2014-07-01 00:00:00.0000000,20140701,569561,23.400,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E130,1,Clear 1.1M Bin,CH114135,2011-10-04 00:00:00.0000000,20111004,476269,47.100,VRP,2050-12-31 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,11
NULL,2,Clear 240LT Conf Cart,CH136789,2017-11-22 00:00:00.0000000,20171122,443040,65.630,VRP,2020-11-21 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,22
NULL,M,Rent Monthly 1.5M Bin,CH47438,2015-03-19 00:00:00.0000000,20150319,629893,7.500,VRP,2017-03-18 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
NULL,Q03,3 Mth Chg 240LT Co-Ming,CH216237,2021-07-01 00:00:00.0000000,20210701,564424,0.000,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
C50,1,Clear 240LT Recycle Cart,CH305916,2020-11-18 00:00:00.0000000,20201118,849472,2.200,VRP,2021-11-18 00:00:00.0000000,S1,NULL,NULL,1,1.000,0,NULL,11
E250,R,Clear 3.0M Clean Up Bin,CH228610,2021-01-25 00:00:00.0000000,20210125,876620,51.000,VRP,2022-01-25 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 6.0M Skip Bin,CH245419,2021-07-07 00:00:00.0000000,20210707,1461864,402.500,VRP,2021-10-07 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C100,R,Clear 3.0M Bin,CH196557,2017-11-02 00:00:00.0000000,20171102,407402,137.140,VRP,2019-11-02 00:00:00.0000000,RN,NULL,NULL,0,1.000,0,NULL,REQ
NULL,M,Rent Monthly 1.1M Bin,CH114246,2011-10-04 00:00:00.0000000,20111004,528012,6.500,VRP,2050-12-31 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
E80,2,Clear 1.0M Bin,CH122126,2019-10-01 00:00:00.0000000,20191001,711158,68.250,VRP,2020-09-30 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,21
C30,1,Clear 1100LT Recycle Cart,CH248176,2021-07-05 00:00:00.0000000,20210705,1463046,10.000,VRP,2024-07-05 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,11
